,Name,Roll_no,Age,Gender,Branch,Internships,CGPA,Hostel,Backlogs,PlacedOrNot
1850,Amaira,el15b1081,21,Female,Electrical,1,8.23,0,0,1
1851,Harshit,el15b1036,22,Male,Electrical,0,6.04,0,0,1
1852,Gopinathan,cs15b1029,24,Male,Computer Science,0,6.21,0,0,1
1853,Aanvi,it15b1092,21,Female,Information Technology,0,6.23,0,0,0
1854,Venkata Swamy,cs15b1584,19,Male,Computer Science,1,6.41,0,0,1
1855,Aarna,cs15b1063,21,Female,Computer Science,1,7.01,1,0,0
1856,Vinay,it15b1122,21,Male,Information Technology,0,7.43,0,0,0
1857,Yogeshwar,cs15b1376,21,Male,Computer Science,1,7.29,0,0,0
1858,Jaipal,cs15b1281,21,Male,Computer Science,2,7.03,1,0,1
1859,Sudhir,cv15b1094,21,Male,Civil,1,8.05,0,0,1
1860,Kiran,el15b1077,22,Female,Electrical,1,7.37,1,1,0
1861,Maira,ec15b1231,24,Female,Electronics And Communication,1,6.16,1,1,1
1862,Tarsem,it15b1304,22,Male,Information Technology,0,7.47,0,1,0
1863,Kiara,el15b1107,22,Female,Electrical,1,7.28,0,0,0
1864,Devendra,cv15b1127,22,Male,Civil,1,6.37,0,0,0
1865,Pallav,cs15b1507,20,Male,Computer Science,1,7.19,0,0,0
1866,Sanjay,el15b1295,20,Male,Electrical,1,8.23,0,0,1
1867,Kulbhushan,it15b1167,23,Male,Information Technology,1,7.37,0,0,0
1868,Krishnadev,it15b1202,22,Male,Information Technology,0,8.02,0,0,1
1869,Amrutlal,it15b1580,21,Male,Information Technology,0,6.46,0,1,0
1870,Krishnayya,ec15b1423,23,Male,Electronics And Communication,0,8.15,0,0,1
1871,Thoiba,ec15b1286,21,Male,Electronics And Communication,0,8.15,0,0,1
1872,Sabyasachi,cv15b1150,26,Male,Civil,1,6.1,0,1,1
1873,Amisha,cs15b1239,22,Female,Computer Science,1,6.27,0,0,1
1874,Anshika,it15b1277,21,Female,Information Technology,1,9.31,1,0,1
1875,Amaira,cs15b1720,20,Female,Computer Science,0,6.21,0,0,0
1876,Tarun,cs15b1033,24,Male,Computer Science,0,6.2,0,0,1
1877,Myra,it15b1023,22,Female,Information Technology,0,7.5,0,0,0
1878,Girish,me15b1358,21,Male,Mechanical,3,6.2,1,0,1
1879,Avisha,cv15b1238,22,Female,Civil,1,6.19,0,0,0
1880,Anushka,cv15b1113,22,Female,Civil,0,8.42,0,0,1
1881,Bishamber,cs15b1384,24,Male,Computer Science,1,7.4,0,0,1
1882,Upendra,cs15b1222,21,Male,Computer Science,2,7.17,0,0,1
1883,Arvind,me15b1004,22,Male,Mechanical,0,9.31,0,0,1
1884,Nitin,cv15b1258,19,Male,Civil,1,7.34,0,0,0
1885,Kyra,cs15b1553,21,Female,Computer Science,2,7.48,1,0,1
1886,Dinesh,it15b1445,24,Male,Information Technology,1,7.02,0,0,0
1887,Nia,ec15b1376,21,Female,Electronics And Communication,0,7.12,0,0,1
1888,Rajiv,cs15b1417,20,Male,Computer Science,2,5.44,0,0,0
1889,Mansukh,ec15b1168,22,Male,Electronics And Communication,1,8.01,1,1,1
1890,Aradhya,cs15b1145,21,Female,Computer Science,1,7.39,0,0,0
1891,Anvi,el15b1020,23,Female,Electrical,0,5.4,0,0,0
1892,Sachin,it15b1315,25,Male,Information Technology,0,7.12,0,0,1
1893,Ishani,me15b1328,20,Female,Mechanical,1,7.27,0,0,0
1894,Kiara,me15b1239,22,Female,Mechanical,0,8.04,1,0,1
1895,Rajendra,cs15b1414,23,Male,Computer Science,0,5.29,1,1,0
1896,Amisha,cv15b1115,21,Female,Civil,0,6.34,0,0,0
1897,Ajish,cs15b1697,21,Male,Computer Science,2,9.38,1,1,1
1898,Biju,it15b1598,20,Male,Information Technology,0,8.39,0,1,1
1899,Jalaj,me15b1131,22,Male,Mechanical,0,7.17,1,0,0
1900,Diyara,me15b1312,20,Female,Mechanical,0,6.15,1,1,0
1901,Myra,ec15b1315,22,Female,Electronics And Communication,1,7.05,0,0,0
1902,Rajendra,cs15b1043,21,Male,Computer Science,1,6.43,0,0,1
1903,Aseem,cs15b1397,20,Male,Computer Science,0,8.19,0,1,1
1904,Phani,ec15b1295,22,Male,Electronics And Communication,0,5.45,0,0,0
1905,Neeraj,ec15b1383,20,Male,Electronics And Communication,1,8.0,1,1,1
1906,Nagaraj,it15b1460,21,Male,Information Technology,1,8.3,0,0,1
1907,Sara,it15b1654,22,Female,Information Technology,1,8.2,0,0,1
1908,Mohindra,it15b1168,23,Male,Information Technology,1,8.28,0,0,1
1909,Ayaz,cv15b1038,22,Male,Civil,0,6.35,0,0,0
1910,Aarohi,it15b1356,21,Female,Information Technology,2,8.43,0,0,1
1911,Ajit,cv15b1264,22,Male,Civil,0,6.1,1,0,0
1912,Ambika,el15b1158,22,Male,Electrical,1,6.09,1,1,0
1913,Anvi,ec15b1003,21,Female,Electronics And Communication,2,8.25,0,0,1
1914,Anisha,ec15b1379,20,Female,Electronics And Communication,1,7.05,0,0,0
1915,Satish,el15b1213,21,Male,Electrical,1,8.05,0,0,1
1916,Akshat,cs15b1660,22,Male,Computer Science,2,6.18,0,0,1
1917,Nana,cs15b1095,21,Male,Computer Science,1,8.0,0,0,1
1918,Aarya,ec15b1363,21,Female,Electronics And Communication,2,7.02,1,1,1
1919,Sukhbir,it15b1108,21,Male,Information Technology,1,6.46,0,0,0
1920,Arushi,ec15b1326,20,Female,Electronics And Communication,0,6.47,0,0,0
1921,Hriday,cs15b1026,22,Male,Computer Science,1,8.04,0,0,1
1922,Arjun,it15b1479,21,Male,Information Technology,0,8.46,0,0,1
1923,Vani,ec15b1001,22,Female,Electronics And Communication,1,8.4,1,1,1
1924,Akshat,cv15b1068,22,Male,Civil,0,7.34,1,0,0
1925,Aadhya,ec15b1290,19,Female,Electronics And Communication,0,8.47,0,0,1
1926,Tanvi,el15b1029,22,Female,Electrical,1,6.23,0,0,0
1927,Ajish,cv15b1001,21,Male,Civil,0,6.39,0,0,0
1928,Arjun,it15b1568,21,Male,Information Technology,0,8.09,0,0,1
1929,Ajit,cs15b1087,21,Male,Computer Science,0,8.13,0,0,1
1930,Mallikarjuna Rao,me15b1182,21,Male,Mechanical,1,8.07,1,0,1
1931,Kyra,me15b1257,21,Female,Mechanical,1,5.22,1,0,0
1932,Ravish,ec15b1163,22,Male,Electronics And Communication,0,7.29,0,0,0
1933,Anand,cs15b1225,22,Male,Computer Science,1,7.08,0,0,1
1934,Pranay,me15b1242,21,Male,Mechanical,0,6.34,1,0,0
1935,Aarohi,cv15b1198,22,Female,Civil,0,8.13,1,0,1
1936,Pitamber,el15b1327,22,Male,Electrical,2,8.06,0,1,1
1937,Hitendra,it15b1009,22,Male,Information Technology,2,8.33,0,0,1
1938,Saina,cs15b1428,22,Female,Computer Science,0,6.39,0,1,0
1939,Sana,ec15b1118,21,Female,Electronics And Communication,0,7.1,0,0,1
1940,Nagaraj,cv15b1208,24,Male,Civil,1,6.37,0,0,1
1941,Karthik,it15b1421,22,Male,Information Technology,0,6.31,0,0,0
1942,Amaya,el15b1014,23,Female,Electrical,0,5.48,1,0,0
1943,Arushi,cv15b1059,21,Female,Civil,0,7.16,0,0,0
1944,Samira,me15b1199,26,Male,Mechanical,1,6.14,1,1,1
1945,Debabrata,it15b1603,20,Male,Information Technology,1,7.06,0,0,0
1946,Anjali,me15b1270,22,Female,Mechanical,0,8.13,1,0,1
1947,Shanaya,it15b1600,21,Female,Information Technology,1,8.17,1,0,1
1948,Manabendra,cs15b1234,22,Male,Computer Science,1,7.33,0,0,1
1949,Surendranath,it15b1186,22,Male,Information Technology,1,7.11,1,0,1
1950,Miraya,cv15b1212,19,Female,Civil,1,7.13,0,0,0
1951,Narendra,cs15b1068,21,Male,Computer Science,1,6.16,1,0,0
1952,Ishani,me15b1330,19,Female,Mechanical,1,8.32,1,0,1
1953,Prataprao,it15b1257,21,Male,Information Technology,2,7.33,0,0,1
1954,Karthikeyan,cs15b1041,24,Male,Computer Science,0,7.11,0,1,1
1955,Amaira,cs15b1627,22,Female,Computer Science,1,6.05,0,0,0
1956,Muthuswamy,it15b1136,22,Male,Information Technology,2,6.44,0,0,1
1957,Tara,el15b1281,21,Female,Electrical,1,7.18,0,0,1
1958,Anshi,me15b1410,22,Female,Mechanical,0,6.29,1,0,0
1959,Lakshan,cv15b1249,22,Male,Civil,1,8.04,0,0,1
1960,Tanvi,me15b1073,21,Female,Mechanical,2,6.34,1,0,1
1961,Aaria,cs15b1493,20,Female,Computer Science,0,8.38,1,0,1
1962,Anika,el15b1195,23,Female,Electrical,1,8.46,0,0,1
1963,Aarini,el15b1033,22,Female,Electrical,2,8.16,0,1,1
1964,Humayun,cs15b1588,21,Male,Computer Science,1,8.33,1,0,1
1965,Giridhar,cs15b1276,21,Male,Computer Science,2,8.01,1,0,1
1966,Pramod,el15b1013,21,Male,Electrical,1,6.01,0,0,1
1967,Amara,el15b1007,21,Female,Electrical,1,7.33,1,1,1
1968,Amrik,cv15b1206,22,Male,Civil,0,7.44,0,0,0
1969,Nysa,cs15b1182,25,Female,Computer Science,0,7.41,0,0,0
1970,Araya,it15b1286,22,Female,Information Technology,1,9.42,0,0,1
1971,Sudhir,it15b1191,22,Male,Information Technology,0,6.32,0,0,1
1972,Aarna,it15b1535,19,Female,Information Technology,2,8.2,0,0,1
1973,Ashwin,ec15b1400,23,Male,Electronics And Communication,1,6.33,1,1,0
1974,Narendra,cs15b1263,21,Male,Computer Science,1,8.5,0,1,1
1975,Aaria,el15b1065,22,Female,Electrical,0,7.27,0,1,0
1976,Miraya,it15b1279,21,Female,Information Technology,0,9.07,0,0,1
1977,Hansraj,cs15b1022,21,Male,Computer Science,1,8.07,0,0,1
1978,Srikanta,it15b1443,22,Male,Information Technology,1,6.46,1,0,0
1979,Bali,it15b1628,20,Male,Information Technology,1,9.3,0,0,1
1980,Arushi,it15b1161,22,Female,Information Technology,1,7.08,0,0,0
1981,Birendra,it15b1207,21,Male,Information Technology,0,8.35,0,0,1
1982,Anika,it15b1143,21,Female,Information Technology,2,7.41,0,1,0
1983,Anushka,ec15b1166,21,Female,Electronics And Communication,1,8.13,0,0,1
1984,Raghu,cs15b1538,20,Male,Computer Science,0,6.14,0,1,0
1985,Dnyandeo,it15b1273,21,Male,Information Technology,2,9.02,0,0,1
1986,Dhinakaran,it15b1463,20,Male,Information Technology,0,8.23,0,0,1
1987,Tithira,cs15b1124,21,Female,Computer Science,3,8.13,0,0,1
1988,Ramakant,cs15b1453,21,Male,Computer Science,0,6.06,0,1,0
1989,Vriti,it15b1645,20,Female,Information Technology,0,6.05,0,0,0
1990,Rahil,ec15b1199,21,Male,Electronics And Communication,0,6.2,0,0,0
1991,Pranav,cs15b1137,21,Male,Computer Science,0,7.07,0,1,0
1992,Ziya,ec15b1241,21,Female,Electronics And Communication,0,6.31,0,0,0
1993,Anaya,ec15b1180,26,Female,Electronics And Communication,1,7.23,1,1,0
1994,Vallathol,el15b1103,21,Male,Electrical,0,7.3,0,0,1
1995,Abhay,ec15b1266,19,Male,Electronics And Communication,1,7.12,0,0,1
1996,Bellamkonda,cs15b1482,20,Male,Computer Science,0,7.17,0,0,0
1997,Humayun,el15b1307,20,Male,Electrical,0,8.2,1,0,1
1998,Vinay,it15b1447,24,Male,Information Technology,2,8.4,0,0,1
1999,Hitesh,ec15b1025,22,Male,Electronics And Communication,1,5.38,1,0,0
2000,Anika,cs15b1236,22,Female,Computer Science,1,7.42,1,0,0
2001,Aadya,me15b1003,22,Female,Mechanical,1,8.01,1,0,1
2002,Maira,me15b1042,22,Female,Mechanical,0,8.14,1,1,1
2003,Aairah,cv15b1023,21,Female,Civil,1,7.21,1,0,0
2004,Sudhir,cv15b1035,22,Male,Civil,1,6.11,1,0,0
2005,Yash,me15b1339,19,Male,Mechanical,1,6.47,1,0,0
2006,Manmohan,ec15b1174,21,Male,Electronics And Communication,0,8.19,0,0,1
2007,Kiara,ec15b1344,22,Female,Electronics And Communication,2,7.09,0,0,0
2008,Manabendra,it15b1472,20,Male,Information Technology,1,8.02,1,0,1
2009,Ishita,cs15b1140,21,Female,Computer Science,1,6.34,0,0,0
2010,Tarun,cs15b1200,21,Male,Computer Science,1,6.3,1,0,1
2011,Avni,cs15b1110,21,Female,Computer Science,0,6.0,0,1,0
2012,Anika,me15b1340,22,Female,Mechanical,0,6.25,1,0,0
2013,Anika,it15b1480,21,Female,Information Technology,1,8.07,1,0,1
2014,Subbiah,ec15b1214,24,Male,Electronics And Communication,0,5.47,0,0,0
2015,Virat,cs15b1073,22,Male,Computer Science,1,7.19,1,0,0
2016,Adesh,cs15b1255,21,Male,Computer Science,1,8.09,1,1,1
2017,Prataprao,me15b1020,22,Male,Mechanical,0,5.11,1,0,0
2018,Sundar,ec15b1317,20,Male,Electronics And Communication,0,7.41,0,0,1
2019,Rajinder,cs15b1298,21,Male,Computer Science,2,9.22,0,0,1
2020,Anshika,cv15b1167,23,Female,Civil,0,8.03,0,0,1
2021,Vinay,it15b1377,21,Male,Information Technology,0,8.41,0,0,1
2022,Prabodh Chandra,cs15b1023,21,Male,Computer Science,1,9.34,0,0,1
2023,Nitin,cv15b1253,22,Male,Civil,0,8.34,1,0,1
2024,Anurag,it15b1577,22,Male,Information Technology,0,6.24,0,0,0
2025,Mehul,ec15b1181,25,Male,Electronics And Communication,1,6.31,0,0,1
2026,Binu,cv15b1125,21,Male,Civil,2,7.01,0,0,0
2027,Nitesh,cs15b1702,21,Male,Computer Science,0,7.46,1,0,0
2028,Diya,cv15b1081,23,Female,Civil,1,7.16,0,1,0
2029,Yashika,it15b1459,23,Female,Information Technology,0,8.15,0,0,1
2030,Yash,it15b1129,22,Male,Information Technology,1,8.15,1,0,1
2031,Uday,cs15b1510,20,Male,Computer Science,1,8.0,0,0,1
2032,Aarohi,cs15b1363,21,Female,Computer Science,0,7.38,0,1,0
2033,Mansukh,cs15b1180,21,Male,Computer Science,0,8.07,0,0,1
2034,Samaira,cv15b1210,21,Female,Civil,1,7.42,0,0,0
2035,Arun,me15b1310,19,Male,Mechanical,0,7.04,1,0,0
2036,Prannoy,ec15b1368,21,Male,Electronics And Communication,0,8.22,0,0,1
2037,Miraya,it15b1189,21,Female,Information Technology,1,8.35,0,0,1
2038,Chamaraja,cs15b1115,21,Male,Computer Science,1,6.47,0,0,0
2039,Mansukh,cv15b1307,21,Male,Civil,1,8.15,0,0,1
2040,Birendra,me15b1155,21,Male,Mechanical,2,8.11,1,0,1
2041,Nana,cs15b1286,22,Male,Computer Science,2,7.15,0,1,0
2042,Myra,cs15b1319,22,Female,Computer Science,1,8.1,0,0,1
2043,Amarsinh,me15b1302,19,Male,Mechanical,0,7.28,1,0,0
2044,Akshat,it15b1316,24,Male,Information Technology,1,6.43,0,1,1
2045,Anshita,ec15b1273,19,Female,Electronics And Communication,0,8.46,0,0,1
2046,Randhir,cv15b1074,22,Male,Civil,0,6.18,0,0,0
2047,Satish,me15b1301,20,Male,Mechanical,0,7.13,1,1,1
2048,Nitish,cs15b1471,22,Male,Computer Science,0,7.48,0,0,0
2049,Diya,cs15b1096,21,Female,Computer Science,0,8.3,0,1,1
2050,Aadya,me15b1351,20,Female,Mechanical,1,8.11,1,0,1
2051,Aritra,el15b1054,22,Male,Electrical,1,7.31,0,0,0
2052,Amisha,cv15b1268,22,Female,Civil,0,7.32,0,0,0
2053,Myra,cs15b1262,21,Female,Computer Science,2,7.35,0,0,1
2054,Aaradhya,cs15b1636,20,Female,Computer Science,1,7.45,0,0,0
2055,Aarchi,cs15b1679,21,Female,Computer Science,2,6.45,0,0,1
2056,Hriday,el15b1238,22,Male,Electrical,0,8.27,0,0,1
2057,Deepak,el15b1083,24,Male,Electrical,1,7.22,0,0,1
2058,Ajay,el15b1135,21,Male,Electrical,0,8.14,1,0,1
2059,Hansraj,me15b1321,22,Male,Mechanical,0,8.42,0,0,1
2060,Sambhunath,cv15b1191,20,Male,Civil,0,6.26,0,1,0
2061,Aniket,el15b1048,21,Male,Electrical,1,6.34,0,0,0
2062,Ajit,cs15b1555,22,Male,Computer Science,2,7.32,0,0,0
2063,Navya,ec15b1123,22,Female,Electronics And Communication,0,7.18,0,0,0
2064,Rajendra,cs15b1170,21,Male,Computer Science,1,8.34,1,0,1
2065,Kiara,cs15b1080,22,Female,Computer Science,2,7.14,0,0,1
2066,Dinesh,cs15b1490,20,Male,Computer Science,1,8.35,0,0,1
2067,Saiya,me15b1174,22,Female,Mechanical,0,9.4,1,0,1
2068,Tarun,me15b1099,23,Male,Mechanical,1,8.13,1,0,1
2069,Prannoy,it15b1118,22,Male,Information Technology,0,6.47,0,1,1
2070,Chakrapani,me15b1082,21,Male,Mechanical,1,8.16,1,0,1
2071,Yashika,it15b1260,22,Female,Information Technology,2,8.02,0,0,1
2072,Aseem,me15b1356,20,Male,Mechanical,0,7.23,1,0,0
2073,Araina,cv15b1020,22,Female,Civil,0,5.07,0,0,0
2074,Gurunath,cv15b1062,22,Male,Civil,1,6.1,0,0,0
2075,Anvita,ec15b1022,22,Female,Electronics And Communication,0,7.36,0,0,1
2076,Lakshan,it15b1091,22,Male,Information Technology,0,6.47,0,0,0
2077,Saisha,cs15b1371,22,Female,Computer Science,1,8.22,0,0,1
2078,Rohit,cs15b1516,20,Male,Computer Science,1,8.2,1,0,1
2079,Narendra,it15b1291,22,Male,Information Technology,1,8.28,0,0,1
2080,Myra,me15b1086,22,Female,Mechanical,2,6.27,1,0,1
2081,Tanmay,cs15b1468,22,Male,Computer Science,1,8.23,0,0,1
2082,Kiran,me15b1021,21,Female,Mechanical,1,5.05,1,0,0
2083,Ramakant,it15b1239,21,Male,Information Technology,1,6.06,1,1,1
2084,Harsh,it15b1342,22,Male,Information Technology,2,8.49,0,0,1
2085,Aniruddha,me15b1210,21,Male,Mechanical,0,6.15,1,1,0
2086,Kalanidhi,it15b1338,22,Male,Information Technology,0,8.24,0,0,1
2087,Dayanidhi,it15b1022,22,Male,Information Technology,0,8.26,0,0,1
2088,Utkarsh,ec15b1230,24,Male,Electronics And Communication,0,8.45,0,0,1
2089,Shanaya,cs15b1618,19,Female,Computer Science,0,8.09,1,0,1
2090,Chakrapani,ec15b1229,23,Male,Electronics And Communication,0,8.38,0,0,1
2091,Munish,cv15b1006,22,Male,Civil,0,8.08,1,0,1
2092,Kalimuthu,cs15b1673,21,Male,Computer Science,1,7.24,1,0,0
2093,Puran,el15b1106,21,Male,Electrical,0,6.23,0,0,0
2094,Aarna,el15b1031,21,Female,Electrical,1,7.05,0,0,1
2095,Tanvi,it15b1190,21,Female,Information Technology,0,6.36,0,0,1
2096,Aashi,it15b1415,22,Female,Information Technology,1,6.35,0,0,0
2097,Amit,it15b1581,22,Male,Information Technology,1,7.16,0,0,0
2098,Aarohi,cs15b1355,21,Female,Computer Science,2,6.32,0,0,1
2099,Nitin,cv15b1187,23,Male,Civil,0,5.22,0,0,0
2100,Faizal,me15b1162,21,Male,Mechanical,1,7.01,1,0,0
2101,Abhinav,it15b1375,20,Male,Information Technology,0,6.4,0,0,0
2102,Navya,it15b1011,21,Female,Information Technology,0,8.02,0,0,1
2103,Tanmay,me15b1100,24,Male,Mechanical,0,9.28,0,1,1
2104,Pihu,ec15b1280,22,Female,Electronics And Communication,0,6.46,0,0,0
2105,Ishika,me15b1121,22,Female,Mechanical,1,6.26,0,0,0
2106,Arya,ec15b1354,21,Female,Electronics And Communication,1,7.44,0,1,1
2107,Lakshman,cs15b1062,22,Male,Computer Science,0,7.34,0,0,0
2108,Kalanidhi,cs15b1617,19,Male,Computer Science,0,6.45,0,0,0
2109,Amrutlal,it15b1537,20,Male,Information Technology,1,6.41,0,1,0
2110,Diyara,cs15b1369,21,Female,Computer Science,0,7.29,0,0,0
2111,Aarvi,ec15b1351,20,Female,Electronics And Communication,1,6.42,0,1,0
2112,Surendranath,cs15b1177,21,Male,Computer Science,1,8.46,0,0,1
2113,Neeraj,it15b1144,21,Male,Information Technology,1,8.08,0,1,1
2114,Sivaprasad,me15b1124,22,Male,Mechanical,0,6.14,1,0,0
2115,Pratik,el15b1130,21,Male,Electrical,1,7.29,1,0,1
2116,Vallathol,cv15b1269,22,Male,Civil,1,6.07,1,0,0
2117,Ishita,cv15b1132,21,Female,Civil,1,7.32,1,0,0
2118,Jalaj,cs15b1396,22,Male,Computer Science,1,8.39,0,0,1
2119,Byramjee,cs15b1683,20,Male,Computer Science,0,7.04,1,0,0
2120,Aniket,ec15b1395,20,Male,Electronics And Communication,0,6.45,0,0,0
2121,Anshita,el15b1181,23,Female,Electrical,1,6.49,0,1,0
2122,Paridhi,el15b1253,20,Male,Electrical,0,8.18,0,1,1
2123,Anusha,cv15b1083,26,Female,Civil,0,9.46,0,0,1
2124,Sarabjit,it15b1589,20,Male,Information Technology,0,7.22,0,1,0
2125,Satyajit,cv15b1142,21,Male,Civil,1,7.03,0,0,0
2126,Gurunath,cs15b1410,22,Male,Computer Science,1,8.02,0,0,1
2127,Vineet,me15b1065,21,Male,Mechanical,1,6.0,1,0,0
2128,Bhavesh,me15b1103,23,Male,Mechanical,0,9.25,1,1,1
2129,Aarchi,cs15b1148,22,Female,Computer Science,2,6.01,0,0,1
2130,Arjun,me15b1411,23,Male,Mechanical,0,8.5,1,1,1
2131,Kyra,cv15b1102,22,Female,Civil,1,8.49,0,0,1
2132,Anaya,cv15b1063,21,Female,Civil,1,8.39,0,0,1
2133,Tarsem,el15b1027,22,Male,Electrical,1,8.43,0,1,1
2134,Anshita,ec15b1065,21,Female,Electronics And Communication,0,6.49,0,0,0
2135,Prataprao,ec15b1307,20,Male,Electronics And Communication,1,8.36,0,0,1
2136,Dnyandeo,me15b1084,22,Male,Mechanical,2,7.4,1,0,0
2137,Kavya,cs15b1497,21,Female,Computer Science,1,8.38,0,0,1
2138,Samira,it15b1126,22,Male,Information Technology,1,7.3,0,0,0
2139,Nitin,cs15b1758,23,Male,Computer Science,0,7.23,1,1,0
2140,Aarvi,cv15b1119,22,Female,Civil,2,7.08,0,0,0
2141,Araya,cs15b1505,21,Female,Computer Science,1,8.29,0,0,1
2142,Ganpatrao,cs15b1220,22,Male,Computer Science,1,7.34,0,0,1
2143,Joglekar,cs15b1224,21,Male,Computer Science,0,6.12,1,0,1
2144,Ahaana,it15b1179,21,Female,Information Technology,2,8.32,0,0,1
2145,Venkataraman,cs15b1649,21,Male,Computer Science,0,7.09,0,0,0
2146,Yogeshwar,cs15b1342,24,Male,Computer Science,0,6.33,0,0,1
2147,Angad,cs15b1656,19,Male,Computer Science,1,6.31,0,0,0
2148,Varghese,me15b1051,22,Male,Mechanical,0,8.11,1,0,1
2149,Aanvi,me15b1110,21,Female,Mechanical,0,8.42,1,0,1
2150,Yash,ec15b1371,20,Male,Electronics And Communication,0,8.44,0,0,1
2151,Rahil,it15b1182,22,Male,Information Technology,1,7.19,1,0,1
2152,Rohit,el15b1133,22,Male,Electrical,0,9.43,0,0,1
2153,Kishor,it15b1078,22,Male,Information Technology,2,7.47,0,1,1
2154,Kazi,me15b1015,23,Male,Mechanical,0,6.36,1,1,1
2155,Byramjee,me15b1422,23,Male,Mechanical,0,8.12,1,0,1
2156,Tithira,it15b1324,24,Female,Information Technology,0,7.24,0,0,1
2157,Surendranath,ec15b1147,22,Male,Electronics And Communication,1,7.06,0,1,0
2158,Krishnadev,el15b1141,22,Male,Electrical,0,9.3,0,0,1
2159,Aarchi,it15b1452,20,Female,Information Technology,0,6.08,0,0,0
2160,Anaisha,cv15b1022,21,Female,Civil,1,6.49,0,0,0
2161,Sekar,cs15b1609,22,Male,Computer Science,2,8.39,1,0,1
2162,Ishani,ec15b1346,19,Female,Electronics And Communication,1,8.03,0,1,1
2163,Dhinakaran,me15b1007,22,Male,Mechanical,0,8.05,1,1,1
2164,Khakhar,cs15b1119,21,Male,Computer Science,2,7.02,0,0,1
2165,Vineet,el15b1301,20,Male,Electrical,1,7.39,0,0,1
2166,Ishani,it15b1417,21,Female,Information Technology,0,6.09,0,0,0
2167,Gopinathan,me15b1324,22,Male,Mechanical,1,6.29,1,0,0
2168,Sandipan,it15b1635,20,Male,Information Technology,0,9.45,0,0,1
2169,Satish,el15b1208,21,Male,Electrical,0,8.39,0,0,1
2170,Krishnadev,ec15b1073,22,Male,Electronics And Communication,3,8.06,1,1,1
2171,Aradhya,ec15b1234,22,Female,Electronics And Communication,0,7.47,0,0,0
2172,Ziva,el15b1146,21,Female,Electrical,1,8.21,1,1,1
2173,Vriti,me15b1197,25,Female,Mechanical,0,7.12,1,0,0
2174,Srinivas,it15b1614,20,Male,Information Technology,0,8.28,0,0,1
2175,Aarchi,ec15b1329,21,Female,Electronics And Communication,0,7.16,0,0,1
2176,Yashika,cs15b1332,26,Female,Computer Science,0,6.08,0,1,1
2177,Pramod,el15b1189,22,Male,Electrical,1,6.03,1,1,0
2178,Ziya,it15b1605,21,Female,Information Technology,1,8.36,1,0,1
2179,Anushka,ec15b1284,21,Female,Electronics And Communication,2,8.38,1,1,1
2180,Harish,cs15b1240,22,Male,Computer Science,2,7.5,0,0,1
2181,Bhushan,it15b1677,23,Male,Information Technology,1,8.01,1,0,1
2182,Venkata Swamy,cs15b1528,19,Male,Computer Science,1,8.24,0,0,1
2183,Ziya,cs15b1267,21,Female,Computer Science,2,7.35,0,0,1
2184,Nida,cs15b1093,22,Male,Computer Science,1,8.41,1,0,1
2185,Sarabjit,ec15b1079,22,Male,Electronics And Communication,0,8.17,0,0,1
2186,Bali,cs15b1455,20,Male,Computer Science,3,7.31,0,1,0
2187,Shekhar,cs15b1021,22,Male,Computer Science,3,9.03,0,0,1
2188,Sasha,cs15b1192,24,Female,Computer Science,1,8.29,1,0,1
2189,Kiara,cs15b1378,22,Female,Computer Science,1,6.45,1,0,0
2190,Kulasekhara,it15b1539,19,Male,Information Technology,0,6.26,0,0,0
2191,Arun,cv15b1123,22,Male,Civil,2,8.44,0,1,1
2192,Mehul,it15b1100,22,Male,Information Technology,1,5.24,0,0,0
2193,Anusha,cv15b1288,20,Female,Civil,0,7.27,0,1,0
2194,Shanaya,cs15b1280,22,Female,Computer Science,1,7.41,0,1,0
2195,Dhriti,me15b1283,20,Female,Mechanical,0,8.08,1,1,1
2196,Anurag,me15b1072,22,Male,Mechanical,0,7.13,1,0,1
2197,Abhay,ec15b1292,19,Male,Electronics And Communication,2,8.45,1,1,1
2198,Viara,ec15b1212,22,Female,Electronics And Communication,0,6.0,0,0,1
2199,Satish,me15b1226,24,Male,Mechanical,1,8.06,1,0,1
2200,Adesh,cv15b1033,21,Male,Civil,0,7.1,1,0,1
2201,Sara,it15b1271,21,Female,Information Technology,1,9.49,0,0,1
2202,Arun,ec15b1348,22,Male,Electronics And Communication,1,6.03,0,0,0
2203,Ishani,el15b1045,22,Female,Electrical,2,6.31,0,1,0
2204,Shanaya,cs15b1251,22,Female,Computer Science,1,8.25,1,0,1
